字(Character),构件(Decomposition),理据打分(Rationality Score),拼音(pinyin),繁体(Traditional Chinese character),网络中的层次(Network Level),字频1(Frequency 1),字频排序1(Frequency Order 1),学习顺序1(Learning Order 1),字频2(Frequency 2),字频排序2(Frequency Order 2),学习顺序2(Learning Order 2)
匡,匚王,3,kuāng,匡,,0.0003,3656,2492,0.00071213,3225,2438
戊,戊,1,wù,戊,,0.0006,3277,2246,0.000419113,3570,2439
猴,犬侯,5,hóu,猴,,0.0056,1646,1920,0.002884695,2183,2440
枯,木古,3,kū,枯,,0.004,1872,2155,0.002884695,2183,2440
怔,心正,4,zhēng,怔,,0.0012,2789,3052,0.002873842,2187,2442
渊,水𫂱,1,yuān,淵,,0.0021,2376,2648,0.002868674,2188,2443
凑,仌奏,3,còu,湊,,0.0033,2014,2300,0.002865057,2189,2444
溪,水奚,5,xī qī,溪,,0.0047,1763,2047,0.00286454,2190,2445
蠢,春虫,4,chǔn,蠢,,0.0011,2860,3120,0.002864023,2191,2446
禅,示单,3,shàn chán tán,禪,,0.002,2411,2685,0.00286299,2192,2447
阐,门单,3,chǎn,闡,,0.0036,1948,2228,0.002858855,2193,2448
旺,日王,4,wàng,旺,,0.0053,1681,1956,0.002857305,2194,2449
沓,水曰,1,tà dá,沓,,0.0004,3536,2349,0.000361233,3640,2450
寓,宀禺,5,yù,寓,,0.0021,2376,2648,0.002852137,2195,2451
藤,艸滕,5,téng,藤,,0.0025,2250,2522,0.002849553,2196,2452
伞,伞,3,sǎn,傘,,0.0017,2541,2809,0.002848003,2197,2453
匪,匚非,4,fěi fēi,匪,,0.0031,2069,2350,0.002848003,2198,2454
碑,石卑,5,bēi,碑,,0.0023,2314,2584,0.002846969,2199,2455
挪,手那,2,nuó ruó,挪,,0.0016,2585,2853,0.002842318,2200,2456
琼,玉京,1,qióng xuán,瓊,,0.0016,2585,2853,0.002839734,2201,2457
脂,肉旨,5,zhī zhǐ,脂,,0.0048,1743,2028,0.002838184,2202,2458
谎,言荒,4,huǎng,謊,,0.0014,2693,2962,0.002832499,2203,2459
慨,心既,1,kǎi,慨,,0.0028,2150,2433,0.002831466,2204,2460
菩,艸咅,2,pú bèi bó bù,菩,,0.0011,2860,3120,0.002830432,2205,2461
萄,艸匋,5,táo,萄,,0.0035,1968,2247,0.002823197,2206,2462
狮,犬师,5,shī,獅,,0.0016,2585,2853,0.00281958,2207,2463
旱,日干,3,hàn,旱,,0.0048,1743,1856,0.001879031,2519,2464
掘,手屈,1,jué,掘,,0.0039,1885,2168,0.002809244,2208,2465
刅,刃,1,chuāng,刅,,0,3938,2376,0,4017,2466
抄,手少,4,chāo,抄,,0.0024,2282,2555,0.002807694,2209,2467
岭,山令,4,lǐng,嶺,,0.0052,1697,1974,0.002805626,2210,2468
晕,日军,3,yùn yūn,暈,,0.0024,2282,2555,0.002800975,2211,2469
砍,石欠,3,kǎn,砍,,0.003,2096,2380,0.002799942,2212,2470
逮,辵隶,1,dài dǎi dì,逮,,0.002,2411,2685,0.002799942,2213,2470
掏,手匋,4,tāo,掏,,0.0034,1987,2268,0.002798908,2214,2472
狄,犬火,1,dí tì,狄,,0.001,2927,3185,0.002797875,2215,2473
晰,日析,5,xī,晰,,0.0028,2150,2433,0.002796841,2216,2474
罕,冈干,3,hǎn hàn,罕,,0.0025,2250,2522,0.002795291,2217,2475
挽,手免,3,wǎn,輓,,0.0026,2218,2495,0.002784955,2218,2476
脾,肉卑,1,pí bì pái pì,脾,,0.0039,1885,2168,0.002783405,2219,2477
痴,疒知,3,chī,癡,,0.0017,2541,2809,0.002769452,2221,2478
蔡,艸祭,1,cài cā sà,蔡,,0.0034,1987,2268,0.002751881,2222,2479
剪,前刀,3,jiǎn,剪,,0.0046,1779,2064,0.002751364,2223,2480
脊,肉,1,jǐ jí,脊,,0.0043,1827,2114,0.00274723,2224,2481
懒,心赖,2,lǎn,懶,,0.0026,2218,2495,0.002742579,2226,2482
雚,雚,1,guàn huán,雚,,0,3938,2111,2.0672E-06,4000,2483
喃,口南,5,nán,喃,,0.0016,2585,2853,0.002729659,2228,2484
拐,手另,1,guǎi,拐,,0.0023,2314,2584,0.002729659,2229,2485
僚,人尞,5,liáo,僚,,0.0032,2034,2317,0.002727592,2230,2486
捐,手肙,3,juān yuán,捐,,0.0021,2376,2648,0.002725008,2231,2487
姊,女,1,zǐ,姊,,0.0017,2541,2809,0.002724491,2232,2488
骚,马蚤,3,sāo sǎo xiāo,騷,,0.0018,2503,2772,0.002722424,2233,2489
拓,手石,1,tuò tà zhí,拓,,0.003,2096,2380,0.002716223,2234,2490
歪,不正,5,wāi wǎi,歪,,0.0039,1885,2168,0.002713639,2235,2491
粘,米占,4,nián zhān liān,粘,,0.0061,1575,1856,0.002703303,2236,2492
黾,黾,1,mǐn miǎn měng méng,黽,,0,3938,2377,7.64842E-05,3945,2493
柄,木丙,5,bǐng bìng,柄,,0.0018,2503,2772,0.00270227,2237,2494
坑,土亢,2,kēng,坑,,0.0034,1987,2268,0.002699169,2238,2495
陌,阝百,1,mò,陌,,0.002,2411,2685,0.002697618,2239,2496
湘,水相,5,xiāng,湘,,0.0028,2150,2433,0.0026909,2241,2497
崖,山厓,5,yá yái,崖,,0.0028,2150,2433,0.002686766,2243,2498
骄,马乔,3,jiāo jū qiáo xiāo,驕,,0.0022,2344,2614,0.002685216,2244,2499
刹,杀刀,5,chà shā,剎,,0.0021,2376,2648,0.002679531,2245,2500
鞭,革便,4,biān,鞭,,0.004,1872,2155,0.00267488,2246,2501
疌,爪止屮,1,jié qiè niè,疌,,0,3938,2648,0,4017,2502
筋,竹肉力,1,jīn qián,筋,,0.0031,2069,2350,0.002671779,2248,2503
聘,耳甹,4,pìn pìng,聘,,0.0019,2458,2731,0.00266041,2249,2504
棍,木昆,3,gùn hùn āo gǔn,棍,,0.0028,2150,2433,0.002656276,2250,2505
钩,金勾,5,gōu gòu qú,鈎,,0.0026,2218,2495,0.002656276,2251,2505
嚷,口襄,3,rǎng rāng,嚷,,0.0036,1948,2228,0.002655242,2252,2507
腺,肉泉,3,xiàn,腺,,0.004,1872,2155,0.002652141,2253,2508
弦,弓玄,3,xián,弦,,0.0038,1908,2189,0.002644389,2254,2509
焰,火臽,3,yàn,焰,,0.0027,2189,2470,0.002643873,2255,2510
耍,而女,1,shuǎ,耍,,0.0018,2503,2772,0.002640255,2256,2511
俯,人府,5,fǔ,俯,,0.0019,2458,2731,0.002635604,2257,2512
厘,厂里,4,lí xǐ xī,釐,,0.0044,1812,2098,0.002633537,2258,2513
忝,天心,4,tiǎn,忝,,0,3938,2554,0.000125579,3916,2514
愣,心四方,5,lèng léng,愣,,0.0021,2376,2648,0.002629403,2259,2515
厦,厂夏,3,shà xià,廈,,0.002,2411,2685,0.002626819,2260,2516
恳,艮心,3,kěn,懇,,0.0023,2314,2584,0.002625785,2261,2517
饶,食尧,3,ráo,饒,,0.002,2411,2685,0.002624752,2262,2518
钉,金丁,5,dīng dìng líng,釘,,0.0029,2125,2410,0.002614416,2263,2519
寡,宀页分,1,guǎ,寡,,0.0029,2125,2410,0.002609248,2264,2520
舀,爪臼,2,yǎo,舀,,0.0003,3656,1563,0.000214466,3853,2521
憾,心感,3,hàn,憾,,0.0014,2693,2962,0.00260253,2265,2522
摔,手率,4,shuāi,摔,,0.0031,2069,2350,0.002602013,2266,2523
叠,又宜,1,dié,疊,,0.0031,2069,2350,0.002597879,2267,2524
惹,若心,2,rě,惹,,0.0027,2189,2470,0.002593228,2268,2525
喻,口俞,4,yù yú,喻,,0.0025,2250,2522,0.002590127,2269,2526
谱,言普,5,pǔ,譜,,0.0048,1743,2028,0.002588577,2270,2527
愧,心鬼,3,kuì,愧,,0.0022,2344,2614,0.00258806,2271,2528
煌,火皇,5,huáng,煌,,0.0022,2344,2614,0.002584959,2272,2529
徽,微糸,3,huī,徽,,0.0024,2282,2555,0.002583926,2273,2530
溶,水容,5,róng,溶,,0.0163,957,1222,0.002582892,2274,2531
囷,禾囗,1,qūn,囷,,0,3938,1872,0,4017,2532
坠,队土,3,zhuì,墜,,0.0014,2693,2962,0.00257359,2275,2533
煞,刍攴火,1,shā shà,煞,,0.0014,2693,2962,0.002567905,2276,2534
滥,水监,3,làn jiàn lán lǎn,濫,,0.0022,2344,2614,0.002565321,2278,2535
洒,水西,1,sǎ xǐ lí shī xiǎn,洒,,0.003,2096,2380,0.002563771,2279,2536
堵,土者,3,dǔ,堵,,0.0029,2125,2410,0.002563254,2280,2537
瓷,次瓦,4,cí,瓷,,0.002,2411,2685,0.00256067,2281,2538
咒,口兄,1,zhòu,咒,,0.0013,2743,3010,0.002548268,2282,2539
姨,女夷,5,yí,姨,,0.0035,1968,2247,0.002546717,2283,2540
畺,田,3,jiāng jiàng,畺,,0,3938,2522,0,4017,2541
棒,木奉,1,bàng,棒,,0.0038,1908,2189,0.002541033,2284,2542
郡,君阝,4,jùn,郡,,0.0009,3008,3267,0.002538449,2285,2543
浴,水谷,1,yù,浴,,0.002,2411,2685,0.002537932,2286,2544
媚,女眉,4,mèi,媚,,0.0016,2585,2853,0.002536898,2287,2545
稣,鱼禾,1,sū,穌,,0.0014,2693,2962,0.002535865,2288,2546
淮,水隹,1,huái,淮,,0.0022,2344,2614,0.002533798,2289,2547
哎,口艾,5,āi,哎,,0.0042,1840,2126,0.002525529,2290,2548
漆,水桼,5,qī,漆,,0.0031,2069,2350,0.002523979,2291,2549
屁,尸比,3,pì,屁,,0.0025,2250,2522,0.002523979,2292,2549
淫,水爪壬,1,yín yàn yáo,淫,,0.0016,2585,2853,0.002521395,2293,2551
吩,口分,5,fēn,吩,,0.0011,2860,3120,0.002514676,2295,2552
撰,手巽,1,zhuàn suàn xuǎn,撰,,0.0014,2693,2962,0.002513126,2296,2553
滞,水带,1,zhì chì,滯,,0.003,2096,2380,0.002506408,2297,2554
啸,口肃,1,xiào,嘯,,0.0017,2541,2809,0.002506408,2297,2554
桼,木人水,1,qī,桼,,0,3938,2522,0,4017,2556
玫,玉攴,1,méi,玫,,0.0015,2631,2900,0.002500723,2299,2557
硕,石页,2,shuò shí,碩,,0.0012,2789,3052,0.002490388,2300,2558
钓,金勺,3,diào,釣,,0.0019,2458,2731,0.002487287,2301,2559
蝶,虫枼,3,dié tiē,蝶,,0.0024,2282,2555,0.002486253,2302,2560
膝,肉桼,3,xī,膝,,0.0019,2458,2731,0.00248522,2303,2561
姚,女兆,3,yáo,姚,,0.0022,2344,2614,0.002483669,2304,2562
茂,艸戊,1,mào,茂,,0.0036,1948,2228,0.002479535,2305,2563
躯,身区,5,qū,軀,,0.0027,2189,2470,0.002479018,2306,2564
猿,犬袁,5,yuán,猿,,0.0016,2585,2853,0.002476951,2308,2565
寨,𡨄木,3,zhài,寨,,0.0042,1840,2126,0.002471783,2309,2566
恕,如心,3,shù,恕,,0.0005,3397,3648,0.002469716,2310,2567
柬,束八,1,jiǎn,柬,,0.0012,2789,2555,0.000915743,3030,2568
渠,水巨木,1,qú jù,渠,,0.0038,1908,2189,0.002464548,2311,2569
戚,戊尗,1,qī,戚,,0.0023,2314,2584,0.00245783,2312,2570
舶,舟白,2,bó,舶,,0.0015,2631,2900,0.002451112,2314,2571
颁,分页,1,bān fén,頒,,0.0024,2282,2555,0.002450595,2315,2572
惶,心皇,5,huáng,惶,,0.002,2411,2685,0.002444394,2316,2573
狐,犬瓜,1,hú,狐,,0.0018,2503,2772,0.002438192,2317,2574
讽,言风,4,fěng fēng fèng,諷,,0.0019,2458,2731,0.002435608,2318,2575
笨,竹本,4,bèn,笨,,0.0021,2376,2648,0.002435092,2319,2576
袍,衣包,3,páo bào,袍,,0.0017,2541,2809,0.002434058,2320,2577
嘲,口朝,5,cháo zhāo,嘲,,0.0016,2585,2853,0.002433541,2321,2578
泼,水发,1,pō bō,潑,,0.0045,1797,2079,0.002422689,2322,2579
啡,口非,3,fēi pēi,啡,,0.0013,2743,3010,0.002422689,2323,2579
衔,行金,1,xián,銜,,0.0019,2458,2731,0.002420622,2324,2581
倦,人卷,4,juàn,倦,,0.0022,2344,2614,0.002419588,2325,2582
涵,水函,5,hán hàn,涵,,0.0026,2218,2495,0.002419071,2326,2583
僵,人畺,5,jiāng,僵,,0.002,2411,2685,0.002412353,2329,2584
撕,手斯,5,sī xī,撕,,0.0022,2344,2614,0.002412353,2330,2585
肢,肉支,5,zhī shì,肢,,0.0042,1840,2126,0.002403568,2331,2586
嬴,嬴,1,yíng,嬴,,0,3938,3185,0.000165371,3892,2587
垄,龙土,4,lǒng,壟,,0.0031,2069,2350,0.002398917,2332,2588
逸,辵兔,5,yì,逸,,0.0023,2314,2584,0.002396849,2334,2589
茅,艸矛,5,máo,茅,,0.0024,2282,2555,0.002396333,2335,2590
侨,人乔,5,qiáo,僑,,0.0022,2344,2614,0.002394266,2336,2591
舆,车舁,1,yú yù,輿,,0.002,2411,2685,0.002391682,2337,2592
窑,穴缶,1,yáo,窯,,0.0015,2631,2900,0.002382896,2338,2593
涅,水土日,1,niè,涅,,0.001,2927,3185,0.002377728,2339,2594
蒲,艸浦,4,pú bó,蒲,,0.0017,2541,2809,0.002374628,2340,2595
秃,禾几,1,tū,禿,,0.0017,2541,2612,0.001881098,2517,2596
谦,言兼,3,qiān qiàn zhàn,謙,,0.0021,2376,2648,0.00237101,2341,2597
舜,爪冖舛,1,shùn,舜,,0.0005,3397,2685,0.000789131,3152,2598
杭,木亢,3,háng kāng,杭,,0.0022,2344,2614,0.002368426,2342,2599
噢,口奥,2,ō yǔ,噢,,0.002,2411,2685,0.002367909,2343,2600
弊,敝廾,5,bì,弊,,0.0025,2250,2522,0.002366359,2344,2601
禽,今冈禸,1,qín,禽,,0.0019,2458,2614,0.001761204,2558,2602
勋,员力,1,xūn,勛,,0.0015,2631,2900,0.002360674,2345,2603
郊,交阝,5,jiāo,郊,,0.0029,2125,2410,0.002359124,2347,2604
刮,舌刀,1,guā,刮,,0.0025,2250,2522,0.002359124,2346,2604
凄,仌妻,5,qī,淒,,0.0026,2218,2495,0.002352406,2348,2606
捧,手奉,3,pěng,捧,,0.0027,2189,2470,0.002342587,2349,2607
浸,水帚又,1,jìn qīn,浸,,0.0034,1987,2268,0.00234052,2350,2608
砖,石专,5,zhuān tuán tuó,磚,,0.0032,2034,2317,0.002331734,2351,2609
鼎,鼎,2,dǐng zhēn,鼎,,0.0019,2458,2731,0.002329151,2352,2610
篮,竹监,3,lán,籃,,0.0031,2069,2350,0.002320365,2353,2611
覃,覀早,1,tán qín yǎn,覃,,0.0003,3656,2647,0.000105941,3926,2612
蒸,艸丞火,3,zhēng,蒸,,0.0086,1350,1641,0.002296076,2354,2613
亩,亠田,2,mǔ,畝,,0.0062,1566,1847,0.002294009,2355,2614
饼,食并,4,bǐng,餅,,0.0027,2189,2470,0.002294009,2355,2614
肾,臤肉,1,shèn,腎,,0.0035,1968,2247,0.002292976,2357,2616
㓞,丰刀,1,qì qià yáo,㓞,,0,3938,3052,0,4017,2617
陡,阝走,3,dǒu,陡,,0.0018,2503,2772,0.002284707,2358,2618
殷,身殳,1,yīn yān yǐn,殷,,0.002,2411,2685,0.00228264,2361,2619
哑,口亚,4,yǎ yā è,啞,,0.0026,2218,2495,0.002276955,2363,2620
荐,艸存,1,jiàn,荐,,0.0016,2585,2853,0.002276955,2364,2620
坟,土文,3,fén,墳,,0.0021,2376,2648,0.002274888,2366,2622
澡,水喿,4,zǎo cāo,澡,,0.0013,2743,2315,0.001489375,2690,2623
眨,目乏,3,zhǎ,眨,,0.0019,2458,2731,0.002270237,2367,2624
搏,手尃,1,bó,搏,,0.0027,2189,2470,0.00226972,2368,2625
咳,口亥,1,ké hāi hái kài,咳,,0.0032,2034,2317,0.002268687,2369,2626
拢,手龙,4,lǒng,攏,,0.0021,2376,2648,0.002268687,2370,2627
舅,臼男,5,jiù,舅,,0.0047,1763,2047,0.002266103,2371,2628
昧,日未,3,mèi,昧,,0.0014,2693,2962,0.002260935,2372,2629
擅,手亶,3,shàn,擅,,0.0012,2789,3052,0.002259385,2373,2630
爽,大爻,1,shuǎng shuāng,爽,,0.0028,2150,2433,0.002257318,2374,2631
咖,口加,3,kā gā,咖,,0.0012,2789,3052,0.002256284,2375,2632
搁,手阁,4,gē gé,擱,,0.0017,2541,2809,0.002252666,2376,2633
禄,示录,5,lù,祿,,0.0015,2631,2900,0.002251116,2377,2634
雌,此隹,4,cí cī,雌,,0.0031,2069,2350,0.002250599,2378,2635
哨,口肖,3,shào,哨,,0.0024,2282,2555,0.002250082,2379,2636
绢,糸肙,3,juàn xuàn,絹,,0.0009,3008,3267,0.002240263,2381,2637
螺,虫累,2,luó,螺,,0.0032,2034,2317,0.002236129,2382,2638
裹,衣果,4,guǒ,裹,,0.002,2411,2685,0.002233545,2383,2639
壶,壶,1,hú,壺,,0.0017,2541,2772,0.001887299,2514,2640
轩,车干,3,xuān hǎn jiān xiǎn xiàn,軒,,0.0009,3008,3267,0.002224243,2385,2641
谬,言翏,1,miù,謬,,0.0017,2541,2809,0.002217008,2386,2642
贱,贝戋,4,jiàn,賤,,0.0013,2743,2769,0.001689887,2584,2643
谍,言枼,3,dié xiè,諜,,0.0005,3397,3648,0.00220874,2387,2644
龟,龟,5,guī jūn qiū,龜,,0.0022,2344,2614,0.002204089,2388,2645
巿,巾,1,fú,巿,,0,3938,2317,0,4017,2646
媳,女息,4,xí,媳,,0.0042,1840,2126,0.002202538,2389,2647
姜,羊女,1,jiāng,姜,,0.0025,2250,2522,0.002202021,2390,2648
瞎,目害,1,xiā,瞎,,0.0022,2344,2614,0.002201505,2391,2649
冤,冖兔,1,yuān,冤,,0.0022,2344,2614,0.002192719,2392,2650
鸦,牙鸟,4,yā yǎ,鴉,,0.0023,2314,2584,0.002189102,2393,2651
窜,穴串,3,cuàn cuān,竄,,0.0018,2503,2730,0.001997375,2457,2652
穵,穴乙,1,wā yà,穵,,0,3938,2466,5.168E-07,4006,2653
蓬,艸逢,3,péng pèng,蓬,,0.003,2096,2380,0.002183417,2394,2654
琳,玉林,5,lín,琳,,0.0009,3008,3267,0.0021798,2396,2655
栽,𢦏木,5,zāi zài,栽,,0.0047,1763,2047,0.002178249,2397,2656
丐,丐,1,gài,丐,,0.0004,3536,2809,0.001654229,2601,2657
厓,厂圭,1,yá yái,厓,,0,3938,2685,0,4017,2658
沾,水占,5,zhān chān diàn tiān tiē,沾,,0.0023,2314,2584,0.002171014,2398,2659
诈,言乍,5,zhà,詐,,0.0011,2860,3120,0.002170498,2399,2660
斋,文而,1,zhāi,齋,,0.0017,2541,2809,0.002167397,2400,2661
瞒,目艸两,1,mán mén mèn,瞞,,0.0016,2585,2853,0.002165846,2401,2662
彪,虎彡,1,biāo,彪,,0.0024,2282,2555,0.002163263,2402,2663
咨,次口,3,zī,咨,,0.0011,2860,3120,0.002160162,2404,2664
纺,糸方,4,fǎng bǎng fàng,紡,,0.0049,1735,2019,0.002157578,2405,2665
罐,缶雚,5,guàn,罐,,0.0023,2314,2584,0.002154477,2406,2666
桶,木甬,3,tǒng,桶,,0.0029,2125,2410,0.002153444,2407,2667
壤,土襄,3,rǎng,壤,,0.0074,1464,1745,0.00215241,2408,2668
颂,公页,3,sòng róng,頌,,0.0025,2250,2522,0.002140524,2410,2669
糕,米羔,5,gāo,糕,,0.0016,2585,2853,0.002140524,2409,2669
膨,肉彭,5,péng pèng,膨,,0.0029,2125,2410,0.002140007,2411,2671
谐,言皆,3,xié,諧,,0.0039,1885,2168,0.002136906,2412,2672
垒,厽土,5,lěi léi lǜ,垒,,0.0016,2585,2853,0.00213639,2413,2673
咕,口古,4,gū,咕,,0.0029,2125,2410,0.002135356,2414,2674
隙,阝小日,1,xì,隙,,0.0028,2150,2433,0.002134323,2415,2675
焉,正鸟,1,yān yí,焉,,0.0009,3008,3185,0.001873863,2522,2676
辣,辛束,1,là,辣,,0.0033,2014,2300,0.002131222,2416,2677
绑,糸邦,4,bǎng,綁,,0.0014,2693,2962,0.002125021,2417,2678
宠,宀龙,3,chǒng,寵,,0.0011,2860,3120,0.002122953,2418,2679
嘿,口黑,5,hēi mò,嘿,,0.0032,2034,2317,0.002119853,2419,2680
霉,雨每,4,méi,霉,,0.0028,2150,2433,0.002117786,2421,2681
挫,手坐,3,cuò,挫,,0.0019,2458,2731,0.002113134,2422,2682
稽,禾尤旨,1,jī qǐ,稽,,0.0013,2743,3010,0.002111067,2423,2683
辐,车畐,5,fú,輻,,0.0054,1673,1946,0.00211055,2424,2684
纱,糸少,1,shā miǎo,紗,,0.0036,1948,2228,0.002102799,2426,2685
尞,木火,1,liáo liào,尞,,0,3938,2466,0,4017,2686
裙,衣君,3,qún,裙,,0.0022,2344,2614,0.002099181,2427,2687
翏,羽㐱,1,liù liào liú,翏,,0,3938,2772,0,4017,2688
丞,氶凵,3,chéng zhěng,丞,,0.0006,3277,2211,0.000648048,3294,2689
嘻,口喜,4,xī,嘻,,0.0033,2014,2300,0.002096081,2428,2690
哇,口圭,1,wā wa,哇,,0.0029,2125,2410,0.002095564,2429,2691
绣,糸秀,5,xiù,繡,,0.0023,2314,2584,0.002090913,2430,2692
杖,木丈,5,zhàng,杖,,0.0013,2743,3010,0.002086262,2431,2693
塘,土唐,5,táng,塘,,0.0042,1840,2126,0.002084195,2432,2694
衍,行水,1,yǎn yán,衍,,0.0023,2314,2584,0.002083161,2433,2695
轴,车由,3,zhóu zhòu zhú,軸,,0.0041,1859,2144,0.002072825,2434,2696
攀,樊手,3,pān,攀,,0.0027,2189,2470,0.002066107,2435,2697
膊,肉尃,1,bó liè pò,膊,,0.002,2411,2685,0.002061456,2436,2698
譬,辟言,3,pì,譬,,0.0027,2189,2470,0.002059389,2437,2699
斌,文武,2,bīn,斌,,0.0017,2541,2809,0.002057322,2438,2700
祈,示斤,1,qí guǐ,祈,,0.0013,2743,3010,0.002049053,2439,2701
踢,足易,3,tī dié,踢,,0.0024,2282,2555,0.002045952,2440,2702
肆,镸聿,1,sì tì,肆,,0.0015,2631,2900,0.002044402,2441,2703
坎,土欠,3,kǎn,坎,,0.002,2411,2685,0.002040268,2442,2704
䧹,广人隹,1,yīng,䧹,,0,3938,2853,0,4017,2705
轿,车乔,3,jiào,轎,,0.0021,2376,2648,0.002037167,2443,2706
棚,木朋,5,péng,棚,,0.0034,1987,2268,0.002030449,2444,2707
泣,水立,3,qì lì sè,泣,,0.0019,2458,2731,0.002030449,2444,2707
屡,尸娄,2,lǚ,屢,,0.0013,2743,3010,0.002028382,2446,2709
奚,爪幺大,1,xī xí,奚,,0.0004,3536,2466,0.000592752,3344,2710
躁,足喿,5,zào,躁,,0.0019,2458,2731,0.002024247,2447,2711
邱,丘阝,5,qiū,邱,,0.0007,3168,3430,0.002021663,2448,2712
凰,几皇,5,huáng,凰,,0.0006,3277,3533,0.002021147,2449,2713
溢,水益,5,yì,溢,,0.0018,2503,2772,0.002020113,2450,2714
椎,木隹,3,zhuī chuí,椎,,0.0015,2631,2900,0.002009261,2451,2715
砸,石匝,4,zá,砸,,0.0019,2458,2731,0.002005643,2452,2716
趟,走尚,3,tàng tāng chēng zhēng zhèng,趟,,0.0023,2314,2584,0.00200461,2453,2717
帘,穴巾,1,lián,帘,,0.002,2411,2685,0.002002542,2454,2718
帆,巾凡,4,fān,帆,,0.0014,2693,2962,0.002002026,2455,2719
栖,木西,5,qī xī,棲,,0.0021,2376,2648,0.001998408,2456,2720
堤,土是,1,dī tí,堤,,0.0024,2282,2555,0.001984455,2460,2721
塌,土𦐇,4,tā,塌,,0.0016,2585,2853,0.001983938,2461,2722
贩,贝反,4,fàn,販,,0.0025,2250,2522,0.001982905,2462,2723
厢,厂相,5,xiāng,廂,,0.0017,2541,2809,0.001982905,2462,2723
掀,手欣,2,xiān,掀,,0.0025,2250,2522,0.001979804,2464,2725
喀,口客,4,kā ke kè,喀,,0.0013,2743,3010,0.001979287,2465,2726
乖,千北,1,guāi,乖,,0.0015,2631,2900,0.001978253,2466,2727
谜,言迷,5,mí mèi mì,謎,,0.0011,2860,3120,0.001978253,2466,2727
捏,手圼,5,niē,捏,,0.0021,2376,2648,0.001976186,2468,2729
阎,门臽,3,yán yǎn yàn,閻,,0.0016,2585,2853,0.00197567,2469,2730
虏,虍力,1,lǔ,虜,,0.0012,2789,3052,0.001969468,2470,2731
滨,水宾,5,bīn,濱,,0.0025,2250,2522,0.001969468,2471,2732
匙,是匕,4,chí shi,匙,,0.0015,2631,2900,0.001968435,2472,2733
芦,艸户,3,lú,蘆,,0.0034,1987,2268,0.001966884,2473,2734
沼,水召,4,zhǎo,沼,,0.0011,2860,3120,0.001959133,2476,2735
钥,金月,2,yuè yào,鑰,,0.0011,2860,3120,0.001949314,2477,2736
株,木朱,5,zhū,株,,0.0045,1797,2079,0.001948797,2478,2737
祷,示寿,1,dǎo,禱,,0.001,2927,3185,0.001947763,2479,2738
剖,咅刀,4,pōu,剖,,0.0031,2069,2350,0.00194673,2480,2739
熙,𦣞巳火,3,xī yí,熙,,0.0019,2458,2731,0.001946213,2481,2740
㒸,八豕,1,suì xuán,㒸,,0,3938,2851,0,4017,2741
劈,辟刀,3,pī pǐ,劈,,0.0017,2541,2809,0.001942595,2482,2742
哗,口华,4,huá huā,嘩,,0.0025,2250,2522,0.001942595,2484,2743
怯,心去,2,qiè,怯,,0.0016,2585,2853,0.001942595,2483,2743
棠,尚木,3,táng,棠,,0.0009,3008,3267,0.001942078,2485,2745
胳,肉各,4,gē gé gā,胳,,0.0023,2314,2584,0.001939495,2486,2746
桩,木庄,5,zhuāng chōng,樁,,0.0019,2458,2731,0.001935877,2487,2747
瑰,玉鬼,4,guī,瑰,,0.0014,2693,2962,0.001934844,2488,2748
粦,米舛,1,lín,粦,,0,3938,2264,1.5503E-06,4003,2749
娱,女吴,1,yú,娛,,0.0021,2376,2648,0.001932776,2489,2750
娶,取女,5,qǔ,娶,,0.0015,2631,2900,0.001929159,2490,2751
沫,水末,5,mò,沫,,0.0021,2376,2648,0.001928125,2491,2752
嗓,口桑,4,sǎng,嗓,,0.0031,2069,2350,0.001924508,2492,2753
蚤,叉虫,1,zǎo zhǎo,蚤,,0.0003,3656,2961,0.000283198,3756,2754
蹲,足尊,3,dūn cuán cún cǔn dún zūn,蹲,,0.0031,2069,2350,0.001922441,2493,2755
淘,水匋,5,táo,淘,,0.0021,2376,2648,0.001921407,2494,2756
焚,林火,5,fén fèn,焚,,0.0011,2860,3120,0.001921407,2494,2756
嫩,女敕,1,nèn nùn,嫩,,0.0031,2069,2350,0.001915723,2496,2758
韵,音匀,4,yùn,韻,,0.0028,2150,2433,0.001914689,2497,2759
衬,衣寸,2,chèn,襯,,0.0026,2218,2495,0.001912105,2498,2760
竖,臤立,1,shù,竪,,0.0028,2150,2433,0.001911071,2500,2761
钧,金匀,3,jūn,鈞,,0.001,2927,3185,0.001911071,2500,2761
峻,山夋,3,jùn,峻,,0.0021,2376,2648,0.001905904,2502,2763
豹,豸勺,3,bào,豹,,0.0012,2789,3052,0.00190332,2503,2764
捞,手劳,4,lāo,撈,,0.0028,2150,2433,0.001902286,2504,2765
菊,艸匊,4,jú,菊,,0.0033,2014,2300,0.001899702,2505,2766
鄙,啚阝,5,bǐ,鄙,,0.0014,2693,2962,0.001896601,2506,2767
魄,白鬼,1,pò bó tuò,魄,,0.0017,2541,2809,0.001893501,2507,2768
兜,卯皃,1,dōu,兜,,0.002,2411,2685,0.001892984,2508,2769
哄,口共,3,hōng hǒng hòng,哄,,0.0024,2282,2555,0.001891434,2509,2770
颖,顷禾,3,yǐng,穎,,0.002,2411,2685,0.0018904,2510,2771
镑,金旁,3,bàng pāng,鎊,,0.0004,3536,3778,0.001889883,2511,2772
